achitecture,best_epoch,best_val,best_train,training_loss,validation_loss
"(256, 64, 128, 256, 64, 64)",18,3.105093603231469,1.686275905445303,"[1641.5631430911258, 34.253995335549625, 5.316317832239387, 4.2106512086518935, 3.619849864940188, 3.183434869377822, 2.928575932640536, 2.723642031216106, 2.6054634368460334, 2.399527632335754, 2.2884318347134553, 2.117411396744851, 1.9957626267369155, 1.951260946852084, 1.8494115220266263, 1.7706170833422734, 1.774333058634987, 1.686275905445303, 1.6093394715631375, 1.6420222695777034]","[194.44320024762834, 12.167963932971565, 10.237050455443713, 5.2117703447536545, 5.311271069001179, 4.719622972060223, 5.467316792935741, 9.869526395992358, 4.10711561417093, 4.537373114605339, 10.122418539864677, 6.173507189264103, 6.404515577822315, 8.391335866889175, 4.110912554118098, 7.275001486953424, 8.403693768442894, 3.105093603231469, 10.178562349202682, 5.523009309963304]"
"(256, 64, 128, 256, 64, 128)",13,3.630525669273065,2.0216598197461804,"[1191.0160114691932, 8.270707431506786, 5.254675404881726, 4.368014530381516, 3.701884367631428, 3.296460588908711, 2.9612842079451194, 2.7170845007055586, 2.5569490469627683, 2.3684167601549584, 2.323208870470049, 2.075513605371677, 2.0216598197461804, 1.8946100964345487, 1.878407246016805, 1.7447339886284525, 1.7066717695728775, 1.666155104751066, 1.5896486367381881, 1.6397252984692483]","[25.565378811894632, 12.0146031282386, 8.562309060777936, 18.587365909498565, 13.175614464039706, 5.606623829627524, 8.757954699652535, 9.43735002984806, 11.149918312929115, 5.820849768969477, 5.918029356975945, 21.76396017658467, 3.630525669273065, 15.663880873699577, 6.904072119265186, 11.6952719201847, 4.878639693162879, 8.13275931319412, 4.149709185775445, 7.811365920670179]"
"(256, 64, 128, 256, 128, 32)",20,2.5833055535141303,1.5346858397685628,"[2141.683127896913, 221.60053754856426, 7.640792356823085, 4.006120800836365, 3.4127161820187095, 3.071418935528387, 2.845015495439167, 2.6152635453368482, 2.4077315944860413, 2.2537819204070058, 2.1472457702927485, 2.0092680258962483, 1.979281186379399, 1.8981681346079595, 1.811567339609643, 1.7398507011899633, 1.6751037125430146, 1.634349745830714, 1.5945590997583088, 1.5346858397685628]","[760.2425873425542, 16.866850463711486, 8.621883513976117, 11.078555311475482, 7.44024642632932, 10.515288528130979, 13.506968060318304, 7.806141473809067, 13.779815829530055, 7.256460155759539, 6.575584839801399, 13.377969449880172, 6.53801366747642, 9.184493264373469, 5.015619355805066, 8.984093919092295, 6.960911960017924, 22.924506226364446, 8.644001157916321, 2.5833055535141303]"
"(256, 64, 128, 256, 128, 64)",13,3.333141879159577,1.9353946516538236,"[1643.3322844347992, 32.3610164221372, 5.024654664005978, 4.029117438573479, 3.477932491942613, 3.0378373878943363, 2.8141926060493216, 2.5777009235985315, 2.406814335963018, 2.2410100215666664, 2.178287219133258, 2.0335107714920997, 1.9353946516538236, 1.8537954920659157, 1.7991995332726576, 1.7132355887464017, 1.6770793480270958, 1.6198113025658774, 1.6149585165668265, 1.5001260250366046]","[178.14910079021843, 21.655803057612204, 4.803195053217363, 5.627168280737741, 9.24996668951852, 5.724762454324839, 7.546785573570096, 5.115807757085683, 8.346374964227481, 7.437969470510677, 7.73221611490055, 8.971368293372953, 3.333141879159577, 6.942496241355429, 5.218271591225449, 6.453017653251181, 13.8512860804188, 10.342083483326192, 7.197085925510952, 3.4779259161073335]"
"(256, 64, 128, 256, 128, 128)",16,4.075919645173209,1.7083962470869427,"[1185.9507083155054, 7.733712004855767, 4.844298763622332, 3.8968618198195144, 3.3697008953702055, 3.0202286982563438, 2.7563294617118013, 2.5107907216839145, 2.331271038120517, 2.2579559353566956, 2.1034759984217133, 2.001269309865194, 1.9197374422259976, 1.8413437134305501, 1.7758460663284459, 1.7083962470869427, 1.6220671624725047, 1.588314807184456, 1.5542612090723777, 1.481024975866181]","[21.165283144736776, 6.670384893611986, 15.51286457995979, 6.939046548337353, 13.092024871281215, 5.9563058687716115, 9.310214889292814, 10.900584658797907, 15.870422606565514, 8.869819514605464, 7.563546282904489, 18.79033041973503, 10.1215189622373, 10.987470772801613, 5.517566009443634, 4.075919645173209, 6.250835486820766, 10.029136365773727, 5.169499382680776, 8.514690622991445]"
"(256, 64, 256, 32, 64, 128)",16,3.9141708417814605,2.0821649576616776,"[1197.2697693387531, 9.066876055030692, 5.667960360324153, 4.639354060805562, 4.138105892619718, 3.710092347636565, 3.3448059138448842, 3.1104197953748214, 2.8681232158912597, 2.6993271040563833, 2.5806881033384217, 2.4255304040897965, 2.3409756786858535, 2.2415219328373635, 2.11233047861288, 2.0821649576616776, 1.9963117238468955, 1.95235235821265, 1.8690871613288766, 1.797761094583722]","[39.8421254839216, 7.726496370471254, 13.828140570192922, 8.739225090766439, 8.188803103505348, 7.771984071147685, 20.161225163206762, 4.699023825781686, 10.485791167434382, 7.145785667458359, 5.048450951673547, 7.786861891649207, 6.968814562778084, 7.687922458259427, 7.290639833528168, 3.9141708417814605, 4.591351645333426, 7.380975961685181, 4.393998394207078, 5.072826147079468]"
"(256, 64, 256, 32, 128, 64)",13,2.3971491906107687,2.3149387946307862,"[1647.7373874217305, 36.09754938043154, 5.825740570908113, 4.6850728644174655, 4.094919007792814, 3.5740252615241874, 3.349913758493799, 3.0769558148172527, 2.8219046340460663, 2.6492374422064686, 2.5309545578810133, 2.3902330413477686, 2.3149387946307862, 2.137762572035719, 2.1099770999470127, 2.00460415298757, 1.9255474695980346, 1.8818955226156084, 1.7927813435034812, 1.7937264342085628]","[186.44890485491072, 7.396028095362138, 6.017642994316256, 11.760214542856021, 3.893069050749954, 7.719886526769521, 7.3079759539390095, 5.668912040944002, 4.848013298852103, 5.472067083631243, 7.028846838036362, 6.1480957245340155, 2.3971491906107687, 8.378671514744662, 7.725315376203888, 8.55363281405702, 6.529814909915535, 4.857494736204342, 3.040184033160307, 3.861871293612889]"
"(256, 64, 256, 32, 128, 128)",17,3.049364308921658,1.8801107302189415,"[1184.5915981765766, 8.287421166829011, 5.396418512070952, 4.43048363496826, 3.893269109237723, 3.5038775339875206, 3.1879508164419925, 3.0077780462097934, 2.742330115538544, 2.5619131340237336, 2.464271459970051, 2.38328999897997, 2.1737948742878452, 2.1112275980709625, 2.0331074796845887, 1.975428179126822, 1.8801107302189415, 1.8223480237086342, 1.7779082941385125, 1.707899839804848]","[23.770002209410375, 10.37974095831112, 7.540011065346854, 9.600757598876953, 6.721307988069495, 6.696047228209826, 8.037767527054767, 12.61935602888769, 5.966092231322308, 14.555567507841149, 4.149955532988724, 10.028203866919693, 6.084209393481819, 10.450444639945516, 4.490727799279349, 7.18237303714363, 3.049364308921658, 6.857175204218651, 5.2401025051973305, 5.431277922221592]"
"(256, 64, 256, 64, 32, 128)",19,3.678993813845576,1.829093208085148,"[1194.992863662685, 8.608105578113335, 5.3950092789798605, 4.538669133755941, 3.926194506429297, 3.498452078631578, 3.175114905332407, 2.982425102466067, 2.740123305033227, 2.580461869196409, 2.572849053842894, 2.453797891413935, 2.2921291390376695, 2.1655034896863605, 2.099318442897992, 2.008878026399189, 2.0005511620481404, 1.90815684494305, 1.829093208085148, 1.79758472125278]","[23.0416473077268, 16.151570641264623, 7.947914503058609, 5.162850438332071, 4.178178166856571, 15.9430163149931, 4.715882403509958, 6.508067573819842, 7.020934533099739, 4.910574854636679, 7.213969031158759, 6.821726331905443, 7.521999558623956, 5.235081327204802, 9.541711826713717, 4.879188046163442, 5.542865655860123, 7.336650021222173, 3.678993813845576, 4.500825587584048]"
"(256, 64, 256, 64, 64, 128)",19,2.822480230915303,1.723074889427159,"[1190.6422536457221, 8.348860517703633, 5.290730965964759, 4.35529506464189, 3.7809397799976856, 3.3445629859269004, 3.058288101992645, 2.911061354464638, 2.667146645715212, 2.4410025425195965, 2.3891594260761493, 2.2672438499463703, 2.170051583386661, 2.039266191380558, 2.0286854359070188, 1.8826733302744583, 1.8538500174998696, 1.8128838707291361, 1.723074889427159, 1.672798829816443]","[24.454418143447565, 7.664389970351238, 8.230515747654195, 11.497521264212471, 8.245595382184398, 6.236354677044615, 23.67572932340661, 7.423749349555191, 6.080859461609198, 14.629871952290438, 4.682043202069341, 10.351933284681671, 3.850553641513902, 4.041126467743698, 9.42618921824864, 3.2700056543155593, 7.937078675445245, 6.454492247834498, 2.822480230915303, 10.260211078488098]"
"(256, 64, 256, 64, 128, 32)",9,2.7751866530398934,2.5737218554380674,"[2147.7334547509377, 217.43239606525304, 8.029901031205544, 4.533462244496004, 3.880172475070541, 3.398705250302815, 3.0893622695111307, 2.7624446089899717, 2.5737218554380674, 2.3901060363945295, 2.293671634281319, 2.1824127991722984, 2.049904843239247, 1.9750854491645022, 1.9206669392981763, 1.831764360743578, 1.8005250269235604, 1.719823587198442, 1.654513262237705, 1.587533586668073]","[770.1120599240672, 20.331337656293595, 14.831295538921745, 5.543067669381901, 6.0568292870813485, 8.727676474318212, 4.733338808526798, 5.062166389153928, 2.7751866530398934, 9.26875757684513, 5.958111811657341, 4.770445191130346, 6.166606187820435, 3.338333309913168, 5.507588264893513, 4.592844247817993, 11.241824364175601, 13.499915161911321, 4.008663313729422, 4.902468613215855]"
"(256, 64, 256, 64, 128, 64)",8,3.8056792507366257,2.958926179710102,"[1643.1442797664083, 35.98505336514105, 5.673397692125947, 4.593606521923252, 3.8708765924451565, 3.49772711852576, 3.1974897213763342, 2.958926179710102, 2.7390792910963193, 2.5788098317364376, 2.405042704597404, 2.259798669028472, 2.1814634384962477, 2.0430854812552632, 1.974894585327348, 1.8679083086660426, 1.8139806752590053, 1.741277781634065, 1.6819725386518667, 1.7098543087912637]","[177.86468210025708, 9.10281227072891, 9.422007862402468, 8.50077629575924, 16.149856460337737, 6.068056369314388, 8.260833672114781, 3.8056792507366257, 5.666605779102871, 5.527972742002838, 19.239978498342087, 4.761609651604477, 4.321809085047975, 11.29469834541788, 4.3979233649312235, 7.910783067041514, 6.891670246513522, 6.502592164642957, 4.640908187749434, 6.942372944890236]"
"(256, 64, 256, 64, 128, 128)",19,2.9583485710377597,1.675580154778065,"[1190.8639278216574, 8.478242141259273, 5.4220353824693595, 4.48823674140123, 3.8557090759277344, 3.4448800583341423, 3.1511354560331273, 2.9196608419168797, 2.632842869075085, 2.4859862518798774, 2.370143331629696, 2.2793619460484544, 2.1249995171955964, 2.007784857142365, 1.9440568045408924, 1.8674326195244904, 1.8041228430263012, 1.710599651380068, 1.675580154778065, 1.612212055643535]","[22.323496682303293, 10.305842399597168, 6.69936170869944, 15.760136322099335, 11.832593801070233, 6.625416843258605, 13.539113229634811, 13.138880223644023, 5.336606964773061, 7.958292396701112, 6.859052604558516, 5.697537164298856, 15.575291263813876, 9.293436176922857, 11.84475210734776, 4.999641763920686, 19.37911636975347, 6.09133751538335, 2.9583485710377597, 3.196283432902122]"
"(256, 64, 256, 128, 32, 64)",14,2.928505800208267,2.059378768396866,"[1641.9337690958798, 33.39037584363397, 5.3440377660714455, 4.324213792032756, 3.7176396331418227, 3.3840629194648058, 3.076271347760883, 2.9064062056687914, 2.7067719550127327, 2.5597198908646357, 2.3833791589845434, 2.281910057767666, 2.188928020827735, 2.059378768396866, 2.0057052954336347, 1.9057461116907946, 1.892989627601615, 1.8349777126475, 1.7390899037067122, 1.689825382655798]","[162.89173188501474, 8.73706799137349, 10.499630285769094, 6.187313133356523, 15.169933435868243, 14.485902572164731, 5.644703903976752, 6.376595107876525, 3.862839635537595, 4.209904755864825, 5.353484202404411, 5.707579700314269, 5.063378645449268, 2.928505800208267, 4.135270933715665, 6.830725874219622, 7.96576713542549, 4.814047920460603, 4.174197248050144, 3.3690628810804717]"
"(256, 64, 256, 128, 32, 128)",16,3.0637754226217466,1.894132015919387,"[1192.1776618198053, 8.224873327422332, 5.327931375633734, 4.2876935148944355, 3.7836047263140022, 3.400739550454896, 3.1310711864454075, 2.9168109354034355, 2.692150512381761, 2.5546287184282375, 2.4021148023887435, 2.302008373745472, 2.1617122427459736, 2.0417511642182644, 2.0487144968479836, 1.894132015919387, 1.8399573131904126, 1.7861761912550942, 1.7075019723590594, 1.6923587543294427]","[20.728813969359106, 8.436663048607963, 7.200758277153482, 11.499213189494853, 5.329111391184282, 8.095408449367602, 9.889219974984927, 18.890029965614787, 9.128674896395935, 5.420933533687981, 4.795802267230287, 5.741746459688459, 18.823309586972606, 4.605635798707301, 3.9889348696689217, 3.0637754226217466, 7.667461682339104, 8.197411897231122, 5.577817075106562, 5.639514592229103]"
"(256, 64, 256, 128, 64, 32)",13,3.4705095704720943,2.1367314621314524,"[2152.5557365547675, 224.0636148094724, 7.9781350774840964, 4.34095846047038, 3.644242786303315, 3.3780908381165906, 3.057400099789052, 2.8424110313595627, 2.6581832654647046, 2.497598501331299, 2.373919011789784, 2.2572762061575844, 2.1367314621314524, 2.04132548832378, 1.9865333368075722, 1.8770118250646146, 1.841281249390256, 1.77520000215819, 1.7130050968391497, 1.6606903548126741]","[774.3564054528061, 27.736853035128846, 10.85088722073302, 3.78321588769251, 19.00042506626674, 13.703718214618917, 5.102412218950232, 6.2485741839116935, 7.520953543332158, 4.868579820710785, 6.727290012398544, 9.984046683019521, 3.4705095704720943, 11.520054797736966, 3.8997328062446748, 13.36298487137775, 3.9331323005715193, 13.362796978074677, 9.775513512747628, 5.608999038229183]"
"(256, 64, 256, 128, 64, 64)",11,2.3721163686440914,2.307223202696704,"[1649.1462802821866, 36.23397914595707, 5.2520596072399846, 4.305410229983455, 3.668369832706126, 3.3090749934264823, 3.039187946688464, 2.8139910882379144, 2.569878511461382, 2.419025805080574, 2.307223202696704, 2.1976626838840314, 2.1012347120202577, 2.0008971205614805, 1.9105331682101045, 1.8550375907494348, 1.7414522789444127, 1.7550040061698975, 1.6734784608272426, 1.6320593864302044]","[180.53176584049146, 6.640685543722036, 6.7032497026482405, 12.271898736759107, 6.704239203005421, 11.784789260552854, 4.45831974185243, 6.440912271032528, 8.945954410397277, 13.32194066534237, 2.3721163686440914, 5.843203476497105, 6.772990528418093, 13.819422887296092, 4.042367874359598, 5.711807382350066, 15.545340255815155, 5.409518850092986, 5.825163306022177, 8.260515159490158]"
"(256, 64, 256, 128, 64, 128)",16,3.9253492939228916,1.84840313173127,"[1193.1154031438903, 8.305734675627654, 5.15223926977086, 4.238509084584363, 3.7002411149060768, 3.2489381473897123, 2.980076203167235, 2.6833588152072805, 2.598435576051575, 2.4081876448803796, 2.268052845277884, 2.146856928576924, 2.0306277208632033, 1.9825183950593448, 1.8532788338514725, 1.84840313173127, 1.750354990617407, 1.7400031161660898, 1.6589886548169237, 1.625949651850504]","[25.726640078486227, 9.721181635953942, 6.401546303106814, 6.6849077380433375, 7.082092650082647, 8.524369575539414, 9.516063962663923, 9.642537554916071, 10.739251117317044, 17.407001076912394, 6.508781540150545, 5.376107074776474, 11.737623496931427, 8.828992011595746, 12.820958079123983, 3.9253492939228916, 8.36504171819103, 12.563773486079002, 16.85948759195756, 8.113740955080305]"
"(256, 64, 256, 128, 128, 32)",13,2.8688340284386458,1.9346192468962164,"[2141.8471306810607, 224.2580231177251, 7.906670422006115, 4.173889124352778, 3.4943921460226535, 3.153207943979248, 2.8625708849628086, 2.6171248737591255, 2.4549751365822194, 2.256322062598696, 2.1747210543852753, 2.0742467555034145, 1.9346192468962164, 1.854089560904736, 1.8010669619828226, 1.7431979222780474, 1.687987882258271, 1.5855288034277428, 1.5854117188166161, 1.508558940019488]","[781.7536459163744, 25.17716660791514, 8.756033225935333, 10.12150679802408, 11.267562438030632, 6.063617793881163, 3.0207912532650694, 5.52827295965078, 5.100745497917642, 7.945276445272017, 6.042328211725975, 7.152931578305303, 2.8688340284386458, 7.984245626293883, 9.695489221689652, 20.397751204821528, 5.908950027154416, 6.152033095457116, 2.9162950832016614, 3.022352914420926]"
"(256, 64, 256, 128, 128, 64)",13,3.4106707962191836,2.0628859397358728,"[1638.6754531599963, 34.230160906860036, 5.01465596518012, 4.108907371115223, 3.629472667175484, 3.1914101783461675, 2.9135619462960407, 2.6770138732402398, 2.5055569475421318, 2.3677908282502385, 2.2352161804835, 2.1137268027890395, 2.0628859397358728, 1.9024149701592594, 1.8633323201276066, 1.8084577582395118, 1.7223649610838385, 1.6639812665316567, 1.568485621163734, 1.5772175288444492]","[174.8189877879863, 7.884399263226256, 9.079735658606705, 8.749405296481385, 7.359977045837714, 16.254580098755504, 6.594052081205407, 5.9993674755096436, 9.498043225736033, 6.016644570292259, 8.040530384803304, 20.51312429077771, 3.4106707962191836, 14.191126482827324, 9.20976614465519, 6.856957542652986, 4.588344539914813, 8.040360144206456, 4.669250622087596, 7.855636173365068]"
"(256, 64, 256, 128, 128, 128)",7,3.3316723059634774,2.8278447320436864,"[1187.6269292668678, 8.055721370840235, 4.976200209000276, 4.074583762063644, 3.4872378727953044, 3.180970172697638, 2.8278447320436864, 2.694741048096797, 2.4102791208727234, 2.2628732359585637, 2.1692893534932662, 2.062810062955264, 1.9865144320315469, 1.8906051313782173, 1.7933176454830495, 1.716291615580536, 1.694068894044531, 1.6448240479511613, 1.5718411220082922, 1.5495495134381847]","[23.625851650627293, 9.915962647418587, 5.802770429727983, 5.69995819305887, 11.573316807649574, 9.210010839968312, 3.3316723059634774, 10.240009035382952, 6.7200526509966165, 9.667974024402852, 11.048960189430082, 7.031746538317933, 15.271215652932925, 5.168764639873894, 3.353723180537321, 10.721885934167979, 10.314341749463763, 7.319245703366338, 11.153118084888069, 14.047044111757863]"
"(256, 128, 32, 32, 64, 256)",18,1.770582449679472,1.9862720776472211,"[864.3867759802235, 8.354931665904422, 6.0439333904860915, 5.068300356230231, 4.366944626329702, 3.8682588671119005, 3.4886442646638525, 3.303642175845861, 3.0643551233007367, 2.8735030748467127, 2.685904798654159, 2.572139897037285, 2.522538570820675, 2.3869460227139574, 2.255790065037377, 2.1453162617515242, 2.0659386090451135, 1.9862720776472211, 1.9528783300766495, 1.865480550862552]","[11.836982658931188, 9.701730757343526, 6.423170396259853, 10.565191015905263, 7.489017875827089, 11.662814879903989, 5.2934233266480115, 7.905296909565828, 15.184521480482452, 7.616697588745429, 7.618603540926563, 7.156009664340895, 3.8647279204154503, 8.798647150701406, 9.08669867807505, 10.828115638421506, 3.6255067684212507, 1.770582449679472, 7.306868849968423, 4.027110399032126]"
"(256, 128, 32, 32, 128, 256)",20,3.1407581202837886,1.7842361902621011,"[859.4231796774577, 7.694442488634546, 5.695874051429306, 4.872464456384635, 4.2284454979316095, 3.8278797947641663, 3.534058121690978, 3.211402276541457, 2.992728674506707, 2.779811994614455, 2.65577319335612, 2.51134442944033, 2.3742867662095644, 2.2659217150409336, 2.1776468729403238, 2.1002120236623543, 1.969732389786409, 1.9588831631939294, 1.9122682739307721, 1.7842361902621011]","[18.640678191671565, 7.332576897679543, 8.14442811693464, 6.052360432488578, 13.354067189352852, 7.430819389771442, 7.947034227604768, 11.268732460177674, 8.800389834812709, 4.829765310092848, 4.850305464802956, 6.553007743796524, 6.453681269470526, 5.24983211439483, 6.004093578883579, 6.112396707340163, 5.220081090927124, 7.686827182769775, 5.96927776628611, 3.1407581202837886]"
