achitecture,best_epoch,best_val,best_train,training_loss,validation_loss
"(512, 128, 64, 32, 64)",20,2.6197405566974563,2.14300943533037,"[1644.7746379622286, 36.6330783847249, 6.209209573960548, 5.198959888451742, 4.466910083139309, 4.02186308270564, 3.774771735122993, 3.496158491358144, 3.2912863833369927, 3.0387929592523153, 2.8734594484509324, 2.796849460053905, 2.681504896476407, 2.5519585216140315, 2.5050906199237186, 2.3854116460433454, 2.3290891153684927, 2.216396169586529, 2.192246865765091, 2.14300943533037]","[189.589689760792, 21.595585842521825, 11.524818040886704, 7.351547046583526, 7.059556990253682, 5.6217585388495, 6.604181489165948, 13.803073668966489, 14.984407570897316, 3.4908952907640107, 11.633708973320163, 4.929791795964143, 4.933507204055786, 8.210988195575013, 4.447518051887045, 5.947978248401564, 7.277321348384935, 11.100634779248919, 6.408847400120327, 2.6197405566974563]"
"(512, 128, 64, 32, 128)",12,3.09900240022309,2.8578167890661543,"[1190.458118616653, 9.041476959254554, 5.992158126776807, 5.086333934493168, 4.589815289222882, 4.0895835167990064, 3.780989946087608, 3.5026798389334997, 3.3058093255968495, 3.1329921200549373, 3.033674362305217, 2.8578167890661543, 2.709195044260383, 2.6064984131184863, 2.45000351207655, 2.3716251798592873, 2.3462233479654966, 2.269498066283737, 2.201539975113158, 2.1095312185526165]","[24.838181009097976, 9.187015728074677, 24.151995911890147, 10.241791073156863, 4.416698840199684, 4.8427099208442534, 7.240078094054241, 3.6874298684451046, 4.530972957611084, 7.62466574688347, 6.85440301408573, 3.09900240022309, 4.570339606732738, 4.99147840422027, 5.3560130206906065, 15.317976708314857, 5.958930959506911, 8.186766313046824, 3.8578650489145394, 4.556889475608359]"
"(512, 128, 64, 64, 32)",18,3.9617911771852143,2.176381222759633,"[2148.860301984455, 217.15370712670855, 8.651965002964788, 5.22193043901923, 4.51064012264907, 3.970202270221385, 3.615977613863549, 3.3526698251904343, 3.1916712239062557, 2.9927276778410996, 2.820129641086982, 2.692114760037575, 2.5413608781578056, 2.4422490929038316, 2.381521009341035, 2.2904655529234867, 2.213954881867722, 2.176381222759633, 2.066805264648724, 1.9680089456907583]","[772.26429655114, 22.830794431725327, 11.423794074934357, 15.686311352009676, 6.966136659894671, 9.792772234702596, 4.498844321893186, 7.652041080046673, 5.496136733463833, 4.528247132593272, 10.264203042400126, 4.6518723624093195, 4.058384535263996, 5.97183617280454, 5.5432222716662345, 6.315607703461939, 8.76516705629777, 3.9617911771852143, 5.2275963705413195, 4.047976617910424]"
"(512, 128, 64, 64, 64)",17,2.359895465325336,2.180335149152016,"[1641.3009146038312, 33.16922119073358, 6.007604999075706, 4.829974483168844, 4.2974925887462625, 3.868802118084401, 3.5854364865469037, 3.2664644110596086, 3.122589925585889, 2.9261660414479835, 2.738867358407334, 2.644911134880422, 2.583970514445039, 2.4379089109184258, 2.4280354232104564, 2.2816743272970155, 2.180335149152016, 2.1366205509747798, 2.1508953795091283, 1.9266703942529984]","[166.8808710526447, 10.169009782830063, 9.18628622561085, 7.708366734640939, 6.081649274242167, 4.852756724065664, 7.559886504192741, 16.61631426519277, 6.099070986922906, 7.688317814651801, 4.031313733178742, 8.51668424995578, 10.259866860448097, 3.3112301242594815, 7.068058490753174, 4.68079197650053, 2.359895465325336, 4.050305064843625, 13.00564582980409, 5.519773916322357]"
"(512, 128, 64, 64, 128)",16,3.0843152707936814,2.194175032489807,"[1194.6656063262105, 9.107426142665442, 5.904632992305039, 4.9009930450083585, 4.293973462709117, 3.9480232945616875, 3.49354597461644, 3.2570390668745333, 3.0112060741081716, 2.864557861468084, 2.667343645236869, 2.526195717752997, 2.4097539003391724, 2.338227326688235, 2.25372801515972, 2.194175032489807, 2.140494867938913, 2.084350841850958, 1.9832487178201426, 1.9329615581835768]","[21.931716665929677, 8.343632858626696, 7.982609174689468, 10.68198638059655, 9.566573337632782, 3.8937888096789925, 8.185911378081965, 10.338937613428856, 6.5064011544597395, 3.6295830716892166, 7.353607698362701, 3.687183825337157, 3.2404323013461367, 7.724489182842021, 8.706464134916967, 3.0843152707936814, 10.242901967496287, 10.536642960139684, 11.126606542236951, 11.869466694033875]"
"(512, 128, 64, 128, 32)",15,3.416421097152087,2.1757267606407575,"[2153.1619355740945, 220.53835103075116, 8.525345006493579, 5.111788696260854, 4.366044328481264, 3.8230532221962297, 3.4497419694720413, 3.1847765278897593, 2.9492233763782645, 2.8194093890021956, 2.6447381970554216, 2.4515219940396027, 2.37104078472949, 2.2958788934149976, 2.1757267606407575, 2.141731429154284, 2.0387639371472686, 1.9191093263094472, 1.849487022057057, 1.8481162314528898]","[789.6955529037787, 18.099940358376017, 26.964532540768992, 12.048863761279048, 4.945145280993715, 14.032856493580098, 18.23187983765894, 7.873084063432654, 6.539880956922259, 6.563943444466104, 3.8705770653121325, 3.9705381198805205, 5.401337064042384, 11.579159074900101, 3.416421097152087, 7.61005280942333, 3.798148527437327, 9.245717369780248, 11.046930546663246, 3.998310663262192]"
"(512, 128, 64, 128, 64)",17,4.321065644828641,2.014786147149078,"[1647.1815636714027, 36.991216833138495, 6.0798397115744285, 5.0423922945614965, 4.261992201192116, 3.911588956335977, 3.4971890088776814, 3.244038147052943, 3.071366339820237, 2.8627138144598345, 2.638965100694164, 2.496645719931801, 2.4092908496878387, 2.2741067292882855, 2.187678555172865, 2.072356280477652, 2.014786147149078, 2.0288918309922375, 1.892037694635923, 1.8608300733349294]","[181.5341792203942, 9.670054221639829, 7.456830681586752, 8.90609394774145, 4.382289689414355, 6.210369942139606, 4.43726968035406, 7.432348990926937, 4.451223825921818, 6.138696514830297, 12.334193200481181, 11.997156357278628, 5.425293791050813, 6.688007354736328, 5.0238495019017435, 7.168079624370653, 4.321065644828641, 5.19463806736226, 4.688629646690524, 7.371380557819289]"
"(512, 128, 128, 32, 32)",17,2.185379038051683,2.14784514429355,"[2145.6707435234684, 217.97936127481472, 8.442838491975786, 4.98693395122055, 4.256843735333596, 3.8648077617055048, 3.4547200807803593, 3.2906183355633036, 3.08755766558837, 2.863857836717903, 2.6918030044188948, 2.6228093863618525, 2.5176389197033826, 2.427573763605406, 2.288181899079419, 2.259531719150261, 2.14784514429355, 2.059723227097313, 1.98913091129546, 1.9610282872995284]","[775.5189862932477, 25.111347023321656, 11.203160597353566, 5.263954318299586, 5.4886080586180395, 10.204983487421153, 24.40771367598553, 9.27437011563048, 4.592237122204839, 10.490182166196862, 11.088813197856046, 3.5422448284771977, 4.87159775714485, 5.824099131992885, 4.90548553758738, 3.862159103763347, 2.185379038051683, 11.841327453146176, 4.2036115782601495, 17.84318665095738]"
"(512, 128, 128, 32, 64)",16,2.4846683716287417,2.1686790892695402,"[1652.6070573131922, 33.465770253820494, 5.697459708301688, 4.646182666459588, 4.0016755442028025, 3.5881582586702905, 3.342050719993513, 3.0623723429895775, 2.877607154222343, 2.7641713794180967, 2.5895035401139244, 2.475766648747137, 2.380954394839594, 2.259967605815406, 2.213320041950517, 2.1686790892695402, 2.058237568374651, 2.007999213617952, 1.9415526999005956, 1.8719322804840488]","[177.71644374302454, 7.095300066227815, 11.213547560633446, 7.852009661343633, 13.614750706419652, 6.549671523425044, 8.31736791377165, 5.29373497865638, 7.086061025152401, 4.831298434004491, 5.650986540074251, 3.3194473470960344, 12.113390124574, 4.3929243452694955, 3.480858956064497, 2.4846683716287417, 5.825492649662252, 11.136927799302704, 4.337627189499991, 2.7205324902826424]"
"(512, 128, 128, 64, 32)",19,2.9225208807964713,1.924892412653284,"[2146.895382756395, 218.65318049234472, 8.308671756815992, 4.825572179310422, 4.186450794966419, 3.736421544668482, 3.4036761651131346, 3.1727045615785356, 2.9610357681910195, 2.752104127637627, 2.6823355820669925, 2.50638955960366, 2.380529810408548, 2.2968369566404236, 2.229593608973376, 2.1196156706283795, 2.0494614613069744, 1.988209892322857, 1.924892412653284, 1.8949672706569285]","[761.0708138602121, 30.143584037313655, 7.389666416207138, 12.847811767033168, 9.362426514528236, 5.102436459794337, 6.517423994687139, 5.919524723169755, 5.691204611135989, 4.832832180723852, 15.599617598008136, 11.303742262781883, 4.661970683506557, 7.985918375910545, 6.50696097101484, 6.399624693150423, 7.598073467916372, 7.9769483488433215, 2.9225208807964713, 7.452983398826754]"
"(512, 128, 128, 64, 64)",18,2.8379697337442513,1.9360830627881898,"[1647.5321137967505, 34.27746225461211, 5.671354835215147, 4.609377262942213, 3.9972280371039934, 3.6271358995578664, 3.2415592176786734, 3.02799032626841, 2.823220987097531, 2.629566298138702, 2.5397945756391453, 2.4089899967690513, 2.29911771352245, 2.212797246966617, 2.108033079607359, 2.048764813203996, 1.9554073856687926, 1.9360830627881898, 1.8463352601275915, 1.759357173559473]","[179.20604067432637, 17.710258464423976, 6.585037177922774, 7.047544177697629, 5.20665489897436, 5.542936655939842, 11.763474941253662, 4.8804977913292085, 4.751476565185858, 8.918519331484426, 5.770656425125745, 9.581827445906036, 4.573914887953777, 9.643305515756412, 3.176526174253347, 3.6457805609216494, 7.992028294777383, 2.8379697337442513, 10.441095546800263, 8.03238143726271]"
"(32, 32, 128, 128, 256, 256)",15,3.8742324332801665,2.215552817025689,"[857.2468879914528, 8.936283826014288, 6.466351685399217, 5.302018984728434, 4.579411342824821, 4.082317945764604, 3.6379991158147993, 3.3766225024430554, 3.0866631589516302, 2.9443767168416097, 2.7373254929793167, 2.5736447588982436, 2.457843342874373, 2.3707726243141702, 2.215552817025689, 2.1621063418762674, 2.0699214150067484, 2.030823415049921, 1.9635331326919747, 1.9071640035262558]","[10.59411519887496, 10.594565012017075, 8.13501849953009, 25.106970534032705, 6.816737106868199, 46.771877950551556, 9.33807855236287, 7.238615726938053, 21.931233367141413, 9.681865769989637, 4.984307430228409, 27.179909550413793, 14.211625527362434, 6.87538362035946, 3.8742324332801665, 9.2150512130893, 12.307269183956848, 5.562770639147077, 6.311637873552283, 16.35362903439269]"
"(32, 32, 128, 256, 128, 256)",4,4.443941174721231,5.1995134125797415,"[855.8424090048017, 9.146371873436799, 6.315440184969679, 5.1995134125797415, 4.451599647567541, 3.987927857248178, 3.6105959456121557, 3.2962043279945106, 3.0939680653898654, 2.8483779589063887, 2.7475118520452435, 2.5383432802486747, 2.440208952310278, 2.3513179127809267, 2.265937655045311, 2.162598822846483, 2.068915302842957, 2.0165130772010187, 1.9966419920308327, 1.8859243512289245]","[17.124970698843196, 15.451497107136007, 8.148490788985272, 4.443941174721231, 7.708603221542981, 7.818826509981739, 31.49092335603675, 6.1167647303367145, 5.62402631798569, 13.047802691556969, 5.7636556722679915, 18.188091336464396, 4.71527791509823, 19.008898365254304, 14.407417988290591, 10.956793259601204, 10.705377199211899, 8.288545185205887, 20.647012457555654, 7.684265886034284]"
