seed,dataset,architecture,optimizer,unique_id,epochs,batch size,training,validation,weights,model
42,"torch.Size([982, 468])","[Sequential(
  (0): Linear(in_features=468, out_features=256, bias=True)
  (1): SiLU()
  (2): Linear(in_features=256, out_features=128, bias=True)
  (3): SiLU()
  (4): Linear(in_features=128, out_features=64, bias=True)
  (5): SiLU()
  (6): Linear(in_features=64, out_features=8, bias=True)
)]","Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 0.001
    maximize: False
    weight_decay: 0
)",d2a234b9,30,256,"[3541.244873046875, 3493.5302124023438, 3306.3740234375, 2972.4993896484375, 2488.50732421875, 1967.5486145019531, 1603.743896484375, 1333.2535095214844, 1041.9171447753906, 831.8606109619141, 704.5812683105469, 661.2195739746094, 633.8459320068359, 611.379638671875, 562.4476623535156, 545.0506591796875, 520.1639556884766, 503.89378356933594, 479.5261764526367, 465.76293182373047, 444.6968688964844, 444.84606170654297, 420.23966217041016, 414.54051208496094, 395.4119644165039, 380.322021484375, 384.0464324951172, 379.69857025146484, 360.89591217041016, 353.35308837890625, 345.1366195678711]","[3486.901123046875, 3341.00732421875, 3049.47119140625, 2584.80078125, 2018.0250244140625, 1577.9271240234375, 1314.943359375, 1005.2054443359375, 734.7039184570312, 601.4224853515625, 531.94580078125, 496.4922180175781, 484.2016906738281, 459.0572509765625, 446.3134460449219, 435.4974365234375, 421.77252197265625, 403.051025390625, 389.763427734375, 377.98089599609375, 369.75518798828125, 360.9980163574219, 356.55023193359375, 355.06591796875, 344.250244140625, 336.8976745605469, 335.76324462890625, 331.16546630859375, 326.9815979003906, 324.1119384765625, 323.86761474609375]","[0.40218523144721985, 0.34632495045661926, 0.3258396089076996, 0.31565016508102417, 0.3143082559108734, 0.31588274240493774, 0.3184301555156708, 0.3215320110321045, 0.32563239336013794, 0.33026382327079773, 0.33580413460731506, 0.33796656131744385, 0.33789485692977905, 0.3425388038158417, 0.3420052230358124, 0.3460128903388977, 0.34743067622184753, 0.34706228971481323, 0.34194689989089966, 0.33528995513916016, 0.32845184206962585, 0.31494423747062683, 0.3089064359664917, 0.3003661036491394, 0.28916624188423157, 0.2839498817920685, 0.2771276533603668, 0.2666296362876892, 0.2620713710784912, 0.2615126073360443, 0.26241835951805115, 0.26223835349082947, 0.2574995458126068, 0.2569282352924347, 0.25442755222320557, 0.24856893718242645, 0.24452702701091766, 0.2400972545146942, 0.23086059093475342, 0.22006100416183472, 0.210261270403862, 0.19611017405986786, 0.18432731926441193, 0.1724861115217209, 0.1631101667881012, 0.1567986011505127, 0.1511688232421875, 0.1439390927553177, 0.14418922364711761, 0.14418762922286987, 0.14455606043338776, 0.14786216616630554, 0.14530257880687714, 0.14383766055107117, 0.14522233605384827, 0.14300702512264252, 0.1425381600856781, 0.13382986187934875, 0.1348925232887268, 0.1311080902814865, 0.12939341366291046, 0.12530140578746796, 0.12452955543994904, 0.12359151989221573, 0.12601567804813385, 0.12648582458496094, 0.12173721194267273, 0.12125979363918304, 0.12114075571298599, 0.11739356070756912, 0.1206398606300354, 0.11591276526451111, 0.11604967713356018, 0.11328357458114624, 0.11154239624738693, 0.11183968186378479, 0.10907463729381561, 0.10902978479862213, 0.10828886926174164, 0.10732576996088028, 0.10825985670089722, 0.1038435772061348, 0.10674241185188293, 0.11197538673877716, 0.10955556482076645, 0.10375768691301346, 0.10070765763521194, 0.10082387179136276, 0.10245661437511444, 0.10280588269233704, 0.10434732586145401, 0.10084140300750732, 0.09682977944612503, 0.0941498726606369, 0.09270713478326797, 0.09737768769264221, 0.09618664532899857, 0.09290285408496857, 0.08922133594751358, 0.09208673983812332, 0.08958684653043747, 0.08582909405231476, 0.08465491980314255, 0.08790390938520432, 0.09432119876146317, 0.08736560493707657, 0.08141979575157166, 0.09291514754295349, 0.09377162158489227, 0.08729174733161926, 0.08312059938907623, 0.08443931490182877, 0.08407346904277802, 0.08357717841863632, 0.08041241765022278, 0.07952142506837845, 0.07742241024971008, 0.0792376771569252, 0.07854161411523819, 0.07842883467674255]",models/model_d2a234b9.pth
42,"torch.Size([982, 468])","[Sequential(
  (0): Linear(in_features=468, out_features=256, bias=True)
  (1): SiLU()
  (2): Linear(in_features=256, out_features=128, bias=True)
  (3): SiLU()
  (4): Linear(in_features=128, out_features=64, bias=True)
  (5): SiLU()
  (6): Linear(in_features=64, out_features=8, bias=True)
)]","Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 0.001
    maximize: False
    weight_decay: 0
)",6148cf25,30,256,"[3499.573974609375, 3321.3787231445312, 2999.7855834960938, 2558.969482421875, 2045.0111694335938, 1705.6719970703125, 1345.9945678710938, 1111.3627319335938, 935.0058898925781, 762.0031280517578, 698.7454986572266, 652.1529388427734, 642.8609161376953, 610.9611358642578, 586.4535064697266, 556.1622085571289, 542.3346557617188, 524.9045333862305, 506.80953216552734, 484.0464401245117, 473.18920135498047, 452.25370025634766, 432.5460891723633, 422.72660064697266, 413.16368865966797, 396.30435943603516, 387.7227554321289, 373.53946685791016, 373.08642578125, 356.7428741455078]","[3349.347900390625, 3070.090576171875, 2610.146484375, 2044.551025390625, 1573.6361083984375, 1273.49072265625, 1028.458740234375, 831.5033569335938, 641.2299194335938, 550.8355102539062, 517.655029296875, 497.91790771484375, 490.9012145996094, 477.9264831542969, 455.3821105957031, 444.24066162109375, 429.05389404296875, 416.75927734375, 406.19720458984375, 398.6147155761719, 389.9959411621094, 379.51763916015625, 372.4191589355469, 363.9842224121094, 357.745361328125, 347.94073486328125, 342.370849609375, 335.3529052734375, 328.9096374511719, 322.62896728515625]","[0.4021638333797455, 0.3496748208999634, 0.32744330167770386, 0.3135119676589966, 0.31199249625205994, 0.31047317385673523, 0.3133995831012726, 0.31712186336517334, 0.3223418891429901, 0.32394665479660034, 0.3287540376186371, 0.3303285241127014, 0.33557572960853577, 0.33812713623046875, 0.3364570140838623, 0.3332798480987549, 0.3378996253013611, 0.3361816704273224, 0.3298806846141815, 0.33019039034843445, 0.3306122124195099, 0.325501412153244, 0.31948402523994446, 0.30250003933906555, 0.30031827092170715, 0.29397663474082947, 0.28457075357437134, 0.27353766560554504, 0.2648996412754059, 0.258173406124115, 0.24896776676177979, 0.24708104133605957, 0.24120637774467468, 0.24201750755310059, 0.24117940664291382, 0.2384294718503952, 0.23717747628688812, 0.23506976664066315, 0.22986388206481934, 0.22133924067020416, 0.21343031525611877, 0.206617534160614, 0.200874462723732, 0.18499524891376495, 0.17274002730846405, 0.16433760523796082, 0.15671680867671967, 0.15304899215698242, 0.14473317563533783, 0.1425626426935196, 0.13643904030323029, 0.13329720497131348, 0.13113698363304138, 0.12927773594856262, 0.1296558678150177, 0.13027597963809967, 0.1336619108915329, 0.13289687037467957, 0.13096942007541656, 0.12760217487812042, 0.1251559853553772, 0.1237015575170517, 0.11876094341278076, 0.1151035726070404, 0.11455851048231125, 0.11554472893476486, 0.11383160203695297, 0.1119537502527237, 0.1125100627541542, 0.11067789793014526, 0.1104867085814476, 0.11391104012727737, 0.11379639804363251, 0.11526341736316681, 0.11216656863689423, 0.11326737701892853, 0.11256110668182373, 0.114700548350811, 0.11183837056159973, 0.11038313806056976, 0.11183402687311172, 0.10755989700555801, 0.10606525093317032, 0.10545115172863007, 0.10750806331634521, 0.10511671751737595, 0.10361548513174057, 0.10866301506757736, 0.10929381102323532, 0.10540726780891418, 0.1079418882727623, 0.10244473814964294, 0.10159668326377869, 0.10189523547887802, 0.10038700699806213, 0.09937409311532974, 0.09648820757865906, 0.0969993993639946, 0.09541787207126617, 0.10031495988368988, 0.09636440128087997, 0.09840361773967743, 0.09585248678922653, 0.09515924751758575, 0.09654472768306732, 0.09622945636510849, 0.09356003999710083, 0.09455747157335281, 0.09165546298027039, 0.09173385798931122, 0.09115897119045258, 0.09000755846500397, 0.09004709869623184, 0.08776070177555084, 0.08632782846689224, 0.09059478342533112, 0.09125830233097076, 0.08707108348608017, 0.08512143045663834, 0.09002744406461716]",models/model_6148cf25.pth
42,"torch.Size([7827, 468])","[Sequential(
  (0): Linear(in_features=468, out_features=256, bias=True)
  (1): SiLU()
  (2): Linear(in_features=256, out_features=128, bias=True)
  (3): SiLU()
  (4): Linear(in_features=128, out_features=64, bias=True)
  (5): SiLU()
  (6): Linear(in_features=64, out_features=8, bias=True)
)]","Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 0.001
    maximize: False
    weight_decay: 0
)",5888b96f,30,1024,"[3450.8817313058034, 2961.044607979911, 2136.4462367466517, 1509.5322963169642, 1145.806876046317, 880.2218191964286, 724.8035278320312, 646.8648332868304, 601.9995553152902, 565.1627110072544, 535.9643031529018, 506.3165588378906, 479.5326886858259, 451.9072963169643, 425.35557774135043, 402.71350533621654, 382.46883283342635, 366.5811767578125, 356.7787867954799, 349.6995152064732, 341.99755859375, 334.89286150251115, 328.0206865583147, 321.39222935267856, 319.5891374860491, 316.69156319754467, 307.995840890067, 299.8506774902344, 291.1592363630022, 284.99145943777904]","[3222.507080078125, 2457.62158203125, 1674.926513671875, 1274.0155029296875, 947.96484375, 744.4796142578125, 642.085693359375, 587.2740478515625, 548.9397583007812, 519.148681640625, 494.4363708496094, 472.8025207519531, 453.1548156738281, 433.122802734375, 406.49835205078125, 386.2802429199219, 373.8213806152344, 363.974853515625, 345.282958984375, 348.0001220703125, 329.1929016113281, 318.248291015625, 325.4884338378906, 309.8494567871094, 322.1952819824219, 302.0943603515625, 302.4089660644531, 285.6437072753906, 285.670166015625, 273.1579284667969]","[0.40218499302864075, 0.3521285057067871, 0.3330437242984772, 0.3257371187210083, 0.3240705132484436, 0.3240914046764374, 0.3200021982192993, 0.3191715180873871, 0.3220957815647125, 0.3251855969429016, 0.3305893838405609, 0.3346908986568451, 0.33967718482017517, 0.3413814604282379, 0.3451831042766571, 0.3454010784626007, 0.3478442132472992, 0.3481440246105194, 0.34018823504447937, 0.3393697738647461, 0.3334444463253021, 0.329448938369751, 0.32306599617004395, 0.3132582902908325, 0.302813321352005, 0.2957635223865509, 0.2861892879009247, 0.2759242653846741, 0.2655355632305145, 0.2602233290672302, 0.25498151779174805, 0.2511877119541168, 0.24877868592739105, 0.24737374484539032, 0.24697746336460114, 0.24495254456996918, 0.24538247287273407, 0.24577155709266663, 0.24313782155513763, 0.240718811750412, 0.23796965181827545, 0.23150210082530975, 0.2281675636768341, 0.22362905740737915, 0.22155174612998962, 0.21675238013267517, 0.21193081140518188, 0.20340017974376678, 0.1984349936246872, 0.1901153177022934, 0.1840991973876953, 0.179428830742836, 0.17451277375221252, 0.17178159952163696, 0.16605356335639954, 0.16105201840400696, 0.15748406946659088, 0.15144939720630646, 0.15093421936035156, 0.14768189191818237, 0.14362657070159912, 0.14121657609939575, 0.14032255113124847, 0.13598324358463287, 0.1348365694284439, 0.13482573628425598, 0.13496339321136475, 0.13708677887916565, 0.13445362448692322, 0.1314246505498886, 0.12940751016139984, 0.12673334777355194, 0.12524570524692535, 0.12403623014688492, 0.12391194701194763, 0.12477932870388031, 0.1236339583992958, 0.12437991052865982, 0.12597230076789856, 0.12463008612394333, 0.12671083211898804, 0.12531480193138123, 0.12367159128189087, 0.12463569641113281, 0.1254299432039261, 0.1260465383529663, 0.12380500137805939, 0.12140536308288574, 0.12124064564704895, 0.1203085407614708, 0.12113837897777557, 0.12104159593582153, 0.12145618349313736, 0.12093275785446167, 0.11787953227758408, 0.11596047133207321, 0.11647997051477432, 0.11893507093191147, 0.12068658322095871, 0.11966574937105179, 0.11692816019058228, 0.1131272241473198, 0.1124812439084053, 0.11713892966508865, 0.11519088596105576, 0.11663257330656052, 0.11637610197067261, 0.11483179777860641, 0.11137495189905167, 0.11095115542411804, 0.11143407225608826, 0.11199869960546494, 0.10971775650978088, 0.10649102926254272, 0.10281262546777725, 0.10985375195741653, 0.10769408941268921, 0.10179030150175095, 0.0981842577457428, 0.09594738483428955, 0.0980440154671669, 0.09800964593887329, 0.09437824040651321, 0.09228967130184174, 0.09671018272638321, 0.0963444635272026, 0.09623490273952484, 0.0935109406709671, 0.08840339630842209, 0.11034684628248215, 0.10836578160524368, 0.10100796073675156, 0.0848357155919075, 0.09263663738965988, 0.09798532724380493, 0.09504083544015884, 0.10612496733665466, 0.09513519704341888, 0.08504705131053925, 0.08697695285081863, 0.09307970106601715, 0.09723643958568573, 0.0925266444683075, 0.08468697220087051, 0.0812169536948204, 0.07969104498624802, 0.10814588516950607, 0.1026042103767395, 0.0907147005200386, 0.08070942014455795, 0.09873131662607193, 0.09963537007570267, 0.09418227523565292, 0.08480314910411835, 0.07693478465080261, 0.07343916594982147, 0.07814870774745941, 0.0862816646695137, 0.09390082955360413, 0.08700721710920334, 0.07894594967365265, 0.07168344408273697, 0.0774458646774292, 0.09464814513921738, 0.09635467082262039, 0.08642885833978653, 0.0767689198255539, 0.07088369131088257, 0.07136878371238708, 0.085364930331707, 0.09600430727005005, 0.1095055639743805, 0.09050349146127701, 0.0806535929441452, 0.0769602507352829, 0.08617178350687027, 0.08547638356685638, 0.11144152283668518, 0.1086854338645935, 0.09493787586688995, 0.08413117378950119, 0.08174195885658264, 0.09278643876314163, 0.09565624594688416, 0.09412726014852524, 0.09194150567054749, 0.07967639714479446, 0.08365087956190109, 0.07845664769411087, 0.07851558178663254, 0.0835823193192482, 0.08658410608768463, 0.08761599659919739, 0.08462274819612503, 0.07947555929422379, 0.07674513012170792, 0.07228847593069077, 0.07644597440958023, 0.08075378835201263, 0.07641833275556564, 0.07189568877220154, 0.06930883228778839, 0.06670305132865906, 0.06780983507633209, 0.06870530545711517, 0.07052118331193924, 0.07067864388227463, 0.06659749895334244, 0.06644212454557419, 0.06733261793851852]",models/model_5888b96f.pth
f3ea57f0,42,"torch.Size([7827, 468])","[Sequential(
  (0): Linear(in_features=468, out_features=256, bias=True)
  (1): SiLU()
  (2): Linear(in_features=256, out_features=128, bias=True)
  (3): SiLU()
  (4): Linear(in_features=128, out_features=64, bias=True)
  (5): SiLU()
  (6): Linear(in_features=64, out_features=8, bias=True)
)]","Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 0.001
    maximize: False
    weight_decay: 0
)",30,1024,"[3447.908447265625, 2951.575125558036, 2133.361083984375, 1511.0898611886162, 1140.9742344447545, 892.3523472377232, 746.5540509905134, 659.9930768694196, 607.5654645647321, 571.4033551897321, 541.625714983259, 513.1277596609933, 485.13348388671875, 456.6161586216518, 428.695809500558, 403.4178684779576, 382.9209202357701, 368.2710876464844, 356.5309579031808, 348.40475027901783, 340.1585693359375, 331.0494166782924, 322.7906712123326, 314.4152090890067, 308.37488228934154, 301.4891270228795, 294.47850254603793, 289.22654942103793, 282.3202645438058, 275.79217529296875]","[3215.3896484375, 2449.594970703125, 1682.9091796875, 1258.9537353515625, 957.8125, 764.4021606445312, 661.9578247070312, 596.0488891601562, 558.9739990234375, 526.3724365234375, 502.71875, 482.08447265625, 461.6861877441406, 439.99432373046875, 417.27398681640625, 395.83642578125, 379.3751525878906, 362.51055908203125, 344.1903076171875, 344.2001953125, 323.5108337402344, 313.2046203613281, 310.8069763183594, 300.0760192871094, 293.73223876953125, 289.633544921875, 281.9443054199219, 278.2693786621094, 271.2650146484375, 265.21282958984375]","[2.170045852661133, 2.2835140228271484, 2.3404862880706787, 2.0810928344726562, 1.7481027841567993, 1.6526663303375244, 1.453965663909912, 1.2393975257873535, 1.0379267930984497, 0.9293511509895325, 0.8557254076004028, 0.8483168482780457, 0.8389357328414917, 0.8223147392272949, 0.8072168827056885, 0.7646348476409912, 0.710690438747406, 0.6581838130950928, 0.6039471626281738, 0.5858055949211121, 0.5574983358383179, 0.5169098377227783, 0.4935557246208191, 0.49347808957099915, 0.4804506301879883, 0.4804265797138214, 0.4823095500469208, 0.48401108384132385, 0.4799056351184845, 0.4801984131336212]",models/model_f3ea57f0.pth
42,"torch.Size([7827, 468])","[Sequential(
  (0): Linear(in_features=468, out_features=256, bias=True)
  (1): SiLU()
  (2): Linear(in_features=256, out_features=128, bias=True)
  (3): SiLU()
  (4): Linear(in_features=128, out_features=64, bias=True)
  (5): SiLU()
  (6): Linear(in_features=64, out_features=8, bias=True)
)]","Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 0.001
    maximize: False
    weight_decay: 0
)",00b0b9af,30,1024,"[3447.908447265625, 2951.575125558036, 2133.361083984375, 1511.0898611886162, 1140.9742344447545, 892.3523472377232, 746.5540509905134, 659.9930768694196, 607.5654645647321, 571.4033551897321, 541.625714983259, 513.1277596609933, 485.13348388671875, 456.6161586216518, 428.695809500558, 403.4178684779576, 382.9209202357701, 368.2710876464844, 356.5309579031808, 348.40475027901783, 340.1585693359375, 331.0494166782924, 322.7906712123326, 314.4152090890067, 308.37488228934154, 301.4891270228795, 294.47850254603793, 289.22654942103793, 282.3202645438058, 275.79217529296875]","[3215.3896484375, 2449.594970703125, 1682.9091796875, 1258.9537353515625, 957.8125, 764.4021606445312, 661.9578247070312, 596.0488891601562, 558.9739990234375, 526.3724365234375, 502.71875, 482.08447265625, 461.6861877441406, 439.99432373046875, 417.27398681640625, 395.83642578125, 379.3751525878906, 362.51055908203125, 344.1903076171875, 344.2001953125, 323.5108337402344, 313.2046203613281, 310.8069763183594, 300.0760192871094, 293.73223876953125, 289.633544921875, 281.9443054199219, 278.2693786621094, 271.2650146484375, 265.21282958984375]","[2.170045852661133, 2.2835140228271484, 2.340486526489258, 2.0810928344726562, 1.7481027841567993, 1.6526663303375244, 1.453965663909912, 1.2393975257873535, 1.0379267930984497, 0.9293511509895325, 0.8557253479957581, 0.8483167886734009, 0.8389357328414917, 0.8223147392272949, 0.8072168827056885, 0.7646348476409912, 0.710690438747406, 0.6581838130950928, 0.6039471626281738, 0.5858055353164673, 0.5574983358383179, 0.5169098377227783, 0.4935556948184967, 0.49347808957099915, 0.4804506301879883, 0.4804265797138214, 0.4823095500469208, 0.48401108384132385, 0.4799056649208069, 0.48019838333129883, 0.0]",models/model_00b0b9af.pth
062b9b7a,42,"torch.Size([7827, 468])","[Sequential(
  (0): Linear(in_features=468, out_features=256, bias=True)
  (1): SiLU()
  (2): Linear(in_features=256, out_features=128, bias=True)
  (3): SiLU()
  (4): Linear(in_features=128, out_features=64, bias=True)
  (5): SiLU()
  (6): Linear(in_features=64, out_features=8, bias=True)
)]","Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 0.001
    maximize: False
    weight_decay: 0
)",30,1024,"[3450.8817313058034, 2961.044607979911, 2136.4462367466517, 1509.5322963169642, 1145.806876046317, 880.2218191964286, 724.8035278320312, 646.8648332868304, 601.9995553152902, 565.1627110072544, 535.9643031529018, 506.3165588378906, 479.5326886858259, 451.9072963169643, 425.35557774135043, 402.71350533621654, 382.46883283342635, 366.5811767578125, 356.7787867954799, 349.6995152064732, 341.99755859375, 334.89286150251115, 328.0206865583147, 321.39222935267856, 319.5891374860491, 316.69156319754467, 307.995840890067, 299.8506774902344, 291.1592363630022, 284.99145943777904]","[3222.507080078125, 2457.62158203125, 1674.926513671875, 1274.0155029296875, 947.96484375, 744.4796142578125, 642.085693359375, 587.2740478515625, 548.9397583007812, 519.148681640625, 494.4363708496094, 472.8025207519531, 453.1548156738281, 433.122802734375, 406.49835205078125, 386.2802429199219, 373.8213806152344, 363.974853515625, 345.282958984375, 348.0001220703125, 329.1929016113281, 318.248291015625, 325.4884338378906, 309.8494567871094, 322.1952819824219, 302.0943603515625, 302.4089660644531, 285.6437072753906, 285.670166015625, 273.1579284667969]","[2.1784534454345703, 2.278623342514038, 2.351743221282959, 2.0848798751831055, 1.7378405332565308, 1.6691604852676392, 1.4726927280426025, 1.1923025846481323, 1.0072321891784668, 0.9227116703987122, 0.854975163936615, 0.8542740345001221, 0.8264524340629578, 0.8094860911369324, 0.793029248714447, 0.7508288025856018, 0.6946759819984436, 0.6275504231452942, 0.5897430181503296, 0.5777428150177002, 0.5291205644607544, 0.5175137519836426, 0.5116510987281799, 0.5139057040214539, 0.536486804485321, 0.5522443652153015, 0.5391063690185547, 0.5244925022125244, 0.4791967272758484, 0.434188574552536]",models/model_062b9b7a.pth
42,"torch.Size([7827, 468])","[Sequential(
  (0): Linear(in_features=468, out_features=256, bias=True)
  (1): SiLU()
  (2): Linear(in_features=256, out_features=128, bias=True)
  (3): SiLU()
  (4): Linear(in_features=128, out_features=64, bias=True)
  (5): SiLU()
  (6): Linear(in_features=64, out_features=8, bias=True)
)]","Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 0.001
    maximize: False
    weight_decay: 0
)",d5b39953,30,1024,"[3447.908447265625, 2951.575125558036, 2133.361083984375, 1511.0898611886162, 1140.9742344447545, 892.3523472377232, 746.5540509905134, 659.9930768694196, 607.5654645647321, 571.4033551897321, 541.625714983259, 513.1277596609933, 485.13348388671875, 456.6161586216518, 428.695809500558, 403.4178684779576, 382.9209202357701, 368.2710876464844, 356.5309579031808, 348.40475027901783, 340.1585693359375, 331.0494166782924, 322.7906712123326, 314.4152090890067, 308.37488228934154, 301.4891270228795, 294.47850254603793, 289.22654942103793, 282.3202645438058, 275.79217529296875]","[3215.3896484375, 2449.594970703125, 1682.9091796875, 1258.9537353515625, 957.8125, 764.4021606445312, 661.9578247070312, 596.0488891601562, 558.9739990234375, 526.3724365234375, 502.71875, 482.08447265625, 461.6861877441406, 439.99432373046875, 417.27398681640625, 395.83642578125, 379.3751525878906, 362.51055908203125, 344.1903076171875, 344.2001953125, 323.5108337402344, 313.2046203613281, 310.8069763183594, 300.0760192871094, 293.73223876953125, 289.633544921875, 281.9443054199219, 278.2693786621094, 271.2650146484375, 265.21282958984375]","[2.170045852661133, 2.2835140228271484, 2.340486526489258, 2.0810928344726562, 1.7481027841567993, 1.6526663303375244, 1.453965663909912, 1.2393975257873535, 1.0379267930984497, 0.9293511509895325, 0.8557253479957581, 0.8483167886734009, 0.8389357328414917, 0.8223147392272949, 0.8072168827056885, 0.7646348476409912, 0.710690438747406, 0.6581838130950928, 0.6039471626281738, 0.5858055353164673, 0.5574983358383179, 0.5169098377227783, 0.4935556948184967, 0.49347808957099915, 0.4804506301879883, 0.4804265797138214, 0.4823095500469208, 0.48401108384132385, 0.4799056649208069, 0.48019838333129883]",models/model_d5b39953.pth
77faf0c1,42,"torch.Size([7827, 468])","[Sequential(
  (0): Linear(in_features=468, out_features=256, bias=True)
  (1): SiLU()
  (2): Linear(in_features=256, out_features=128, bias=True)
  (3): SiLU()
  (4): Linear(in_features=128, out_features=64, bias=True)
  (5): SiLU()
  (6): Linear(in_features=64, out_features=8, bias=True)
)]","Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 0.001
    maximize: False
    weight_decay: 0
)",30,1024,"[3447.908447265625, 2951.575125558036, 2133.361083984375, 1511.0898611886162, 1140.9742344447545, 892.3523472377232, 746.5540509905134, 659.9930768694196, 607.5654645647321, 571.4033551897321, 541.625714983259, 513.1277596609933, 485.13348388671875, 456.6161586216518, 428.695809500558, 403.4178684779576, 382.9209202357701, 368.2710876464844, 356.5309579031808, 348.40475027901783, 340.1585693359375, 331.0494166782924, 322.7906712123326, 314.4152090890067, 308.37488228934154, 301.4891270228795, 294.47850254603793, 289.22654942103793, 282.3202645438058, 275.79217529296875]","[3215.3896484375, 2449.594970703125, 1682.9091796875, 1258.9537353515625, 957.8125, 764.4021606445312, 661.9578247070312, 596.0488891601562, 558.9739990234375, 526.3724365234375, 502.71875, 482.08447265625, 461.6861877441406, 439.99432373046875, 417.27398681640625, 395.83642578125, 379.3751525878906, 362.51055908203125, 344.1903076171875, 344.2001953125, 323.5108337402344, 313.2046203613281, 310.8069763183594, 300.0760192871094, 293.73223876953125, 289.633544921875, 281.9443054199219, 278.2693786621094, 271.2650146484375, 265.21282958984375]","[2.170045852661133, 2.2835140228271484, 2.3404862880706787, 2.0810928344726562, 1.7481027841567993, 1.6526663303375244, 1.453965663909912, 1.2393975257873535, 1.0379267930984497, 0.9293511509895325, 0.8557254076004028, 0.8483168482780457, 0.8389357328414917, 0.8223147392272949, 0.8072168827056885, 0.7646348476409912, 0.710690438747406, 0.6581838130950928, 0.6039471626281738, 0.5858055949211121, 0.5574983358383179, 0.5169098377227783, 0.4935557246208191, 0.49347808957099915, 0.4804506301879883, 0.4804265797138214, 0.4823095500469208, 0.48401108384132385, 0.4799056351184845, 0.4801984131336212]",models/model_77faf0c1.pth
5499b457,42,"torch.Size([2780146, 468])","[Sequential(
  (0): Linear(in_features=468, out_features=256, bias=True)
  (1): SiLU()
  (2): Linear(in_features=256, out_features=128, bias=True)
  (3): SiLU()
  (4): Linear(in_features=128, out_features=64, bias=True)
  (5): SiLU()
  (6): Linear(in_features=64, out_features=8, bias=True)
)]","Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 0.001
    maximize: False
    weight_decay: 0
)",30,1024,"[175.452840673943, 62.551203114311356, 48.67028365782942, 42.05792557705444, 37.716100555394945, 34.81889724809487, 32.72453005302167, 30.933052667034044, 29.514131578017764, 28.287573546707726, 27.297461107787836, 26.499424170355166, 25.709528946447293, 24.997675417292918, 24.328842752303704, 23.983666867944496, 23.436259935413368, 23.02875081841177, 22.55765753525954, 22.35891534380749, 21.967875447093757, 21.630489586613184, 21.364708619500142, 21.044450288513485, 20.882310786145798, 20.560805438583298, 20.2264933227127, 20.070130330255886, 19.846546107540348, 19.613013356875282]","[76.12631674373851, 52.49929327123306, 44.81919703764074, 41.272794863756964, 39.207938727210546, 34.37436478278216, 29.79349209280575, 31.476147721795474, 27.916685553158032, 27.463086128234863, 27.015160897198847, 26.529273930717917, 25.706652571173276, 24.796580525005567, 22.915849335053387, 22.246692054411945, 28.674211193533505, 22.965598344802856, 24.75288090986364, 23.339080221512738, 23.254425147000482, 24.494955076890832, 19.630906034918393, 20.986776057411642, 22.18592661969802, 20.239640712738037, 20.22265617987689, 19.529309020322913, 20.835029139238245, 21.979171696831198]","[34.52125549316406, 13.401290893554688, 9.343572616577148, 7.150947570800781, 5.889765739440918, 5.149535655975342, 4.498542308807373, 4.077350616455078, 3.809248685836792, 3.6054017543792725, 3.2919723987579346, 3.127363681793213, 2.969806432723999, 2.8152332305908203, 2.725303888320923, 2.652052640914917, 2.600076198577881, 2.5226240158081055, 2.4731998443603516, 2.400831699371338, 2.3857204914093018, 2.303520441055298, 2.273865222930908, 2.262910842895508, 2.2134225368499756, 2.2483127117156982, 2.2144486904144287, 2.141221046447754, 2.1352338790893555, 2.158461809158325]",models/model_5499b457.pth
